# LAMMPS data file written by OVITO Basic 3.8.0

216 atoms
1 atom types

-5.673589889 11.347179778 xlo xhi
-5.673589889 11.347179778 ylo yhi
-5.673589889 11.347179778 zlo zhi

Masses

1 28.0855  # Si

Atoms  # atomic

1 1 -4.9643911529 -4.9643911529 -4.9643911529
2 1 -2.1275962084 -2.1275962084 -4.9643911529
3 1 -2.1275962084 -4.9643911529 -2.1275962084
4 1 -0.7091987361 -3.5459936806 -3.5459936806
5 1 -4.9643911529 -2.1275962084 -2.1275962084
6 1 -3.5459936806 -0.7091987361 -3.5459936806
7 1 -3.5459936806 -3.5459936806 -0.7091987361
8 1 -0.7091987361 -0.7091987361 -0.7091987361
9 1 -4.9643911529 -4.9643911529 0.7091987361
10 1 -2.1275962084 -2.1275962084 0.7091987361
11 1 -2.1275962084 -4.9643911529 3.5459936806
12 1 -0.7091987361 -3.5459936806 2.1275962084
13 1 -4.9643911529 -2.1275962084 3.5459936806
14 1 -3.5459936806 -0.7091987361 2.1275962084
15 1 -3.5459936806 -3.5459936806 4.9643911529
16 1 -0.7091987361 -0.7091987361 4.9643911529
17 1 -4.9643911529 -4.9643911529 6.3827886251
18 1 -2.1275962084 -2.1275962084 6.3827886251
19 1 -2.1275962084 -4.9643911529 9.2195835696
20 1 -0.7091987361 -3.5459936806 7.8011860974
21 1 -4.9643911529 -2.1275962084 9.2195835696
22 1 -3.5459936806 -0.7091987361 7.8011860974
23 1 -3.5459936806 -3.5459936806 10.6379810419
24 1 -0.7091987361 -0.7091987361 10.6379810419
25 1 -4.9643911529 0.7091987361 -4.9643911529
26 1 -2.1275962084 3.5459936806 -4.9643911529
27 1 -2.1275962084 0.7091987361 -2.1275962084
28 1 -0.7091987361 2.1275962084 -3.5459936806
29 1 -4.9643911529 3.5459936806 -2.1275962084
30 1 -3.5459936806 4.9643911529 -3.5459936806
31 1 -3.5459936806 2.1275962084 -0.7091987361
32 1 -0.7091987361 4.9643911529 -0.7091987361
33 1 -4.9643911529 0.7091987361 0.7091987361
34 1 -2.1275962084 3.5459936806 0.7091987361
35 1 -2.1275962084 0.7091987361 3.5459936806
36 1 -0.7091987361 2.1275962084 2.1275962084
37 1 -4.9643911529 3.5459936806 3.5459936806
38 1 -3.5459936806 4.9643911529 2.1275962084
39 1 -3.5459936806 2.1275962084 4.9643911529
40 1 -0.7091987361 4.9643911529 4.9643911529
41 1 -4.9643911529 0.7091987361 6.3827886251
42 1 -2.1275962084 3.5459936806 6.3827886251
43 1 -2.1275962084 0.7091987361 9.2195835696
44 1 -0.7091987361 2.1275962084 7.8011860974
45 1 -4.9643911529 3.5459936806 9.2195835696
46 1 -3.5459936806 4.9643911529 7.8011860974
47 1 -3.5459936806 2.1275962084 10.6379810419
48 1 -0.7091987361 4.9643911529 10.6379810419
49 1 -4.9643911529 6.3827886251 -4.9643911529
50 1 -2.1275962084 9.2195835696 -4.9643911529
51 1 -2.1275962084 6.3827886251 -2.1275962084
52 1 -0.7091987361 7.8011860974 -3.5459936806
53 1 -4.9643911529 9.2195835696 -2.1275962084
54 1 -3.5459936806 10.6379810419 -3.5459936806
55 1 -3.5459936806 7.8011860974 -0.7091987361
56 1 -0.7091987361 10.6379810419 -0.7091987361
57 1 -4.9643911529 6.3827886251 0.7091987361
58 1 -2.1275962084 9.2195835696 0.7091987361
59 1 -2.1275962084 6.3827886251 3.5459936806
60 1 -0.7091987361 7.8011860974 2.1275962084
61 1 -4.9643911529 9.2195835696 3.5459936806
62 1 -3.5459936806 10.6379810419 2.1275962084
63 1 -3.5459936806 7.8011860974 4.9643911529
64 1 -0.7091987361 10.6379810419 4.9643911529
65 1 -4.9643911529 6.3827886251 6.3827886251
66 1 -2.1275962084 9.2195835696 6.3827886251
67 1 -2.1275962084 6.3827886251 9.2195835696
68 1 -0.7091987361 7.8011860974 7.8011860974
69 1 -4.9643911529 9.2195835696 9.2195835696
70 1 -3.5459936806 10.6379810419 7.8011860974
71 1 -3.5459936806 7.8011860974 10.6379810419
72 1 -0.7091987361 10.6379810419 10.6379810419
73 1 0.7091987361 -4.9643911529 -4.9643911529
74 1 3.5459936806 -2.1275962084 -4.9643911529
75 1 3.5459936806 -4.9643911529 -2.1275962084
76 1 4.9643911529 -3.5459936806 -3.5459936806
77 1 0.7091987361 -2.1275962084 -2.1275962084
78 1 2.1275962084 -0.7091987361 -3.5459936806
79 1 2.1275962084 -3.5459936806 -0.7091987361
80 1 4.9643911529 -0.7091987361 -0.7091987361
81 1 0.7091987361 -4.9643911529 0.7091987361
82 1 3.5459936806 -2.1275962084 0.7091987361
83 1 3.5459936806 -4.9643911529 3.5459936806
84 1 4.9643911529 -3.5459936806 2.1275962084
85 1 0.7091987361 -2.1275962084 3.5459936806
86 1 2.1275962084 -0.7091987361 2.1275962084
87 1 2.1275962084 -3.5459936806 4.9643911529
88 1 4.9643911529 -0.7091987361 4.9643911529
89 1 0.7091987361 -4.9643911529 6.3827886251
90 1 3.5459936806 -2.1275962084 6.3827886251
91 1 3.5459936806 -4.9643911529 9.2195835696
92 1 4.9643911529 -3.5459936806 7.8011860974
93 1 0.7091987361 -2.1275962084 9.2195835696
94 1 2.1275962084 -0.7091987361 7.8011860974
95 1 2.1275962084 -3.5459936806 10.6379810419
96 1 4.9643911529 -0.7091987361 10.6379810419
97 1 0.7091987361 0.7091987361 -4.9643911529
98 1 3.5459936806 3.5459936806 -4.9643911529
99 1 3.5459936806 0.7091987361 -2.1275962084
100 1 4.9643911529 2.1275962084 -3.5459936806
101 1 0.7091987361 3.5459936806 -2.1275962084
102 1 2.1275962084 4.9643911529 -3.5459936806
103 1 2.1275962084 2.1275962084 -0.7091987361
104 1 4.9643911529 4.9643911529 -0.7091987361
105 1 0.7091987361 0.7091987361 0.7091987361
106 1 3.5459936806 3.5459936806 0.7091987361
107 1 3.5459936806 0.7091987361 3.5459936806
108 1 4.9643911529 2.1275962084 2.1275962084
109 1 0.7091987361 3.5459936806 3.5459936806
110 1 2.1275962084 4.9643911529 2.1275962084
111 1 2.1275962084 2.1275962084 4.9643911529
112 1 4.9643911529 4.9643911529 4.9643911529
113 1 0.7091987361 0.7091987361 6.3827886251
114 1 3.5459936806 3.5459936806 6.3827886251
115 1 3.5459936806 0.7091987361 9.2195835696
116 1 4.9643911529 2.1275962084 7.8011860974
117 1 0.7091987361 3.5459936806 9.2195835696
118 1 2.1275962084 4.9643911529 7.8011860974
119 1 2.1275962084 2.1275962084 10.6379810419
120 1 4.9643911529 4.9643911529 10.6379810419
121 1 0.7091987361 6.3827886251 -4.9643911529
122 1 3.5459936806 9.2195835696 -4.9643911529
123 1 3.5459936806 6.3827886251 -2.1275962084
124 1 4.9643911529 7.8011860974 -3.5459936806
125 1 0.7091987361 9.2195835696 -2.1275962084
126 1 2.1275962084 10.6379810419 -3.5459936806
127 1 2.1275962084 7.8011860974 -0.7091987361
128 1 4.9643911529 10.6379810419 -0.7091987361
129 1 0.7091987361 6.3827886251 0.7091987361
130 1 3.5459936806 9.2195835696 0.7091987361
131 1 3.5459936806 6.3827886251 3.5459936806
132 1 4.9643911529 7.8011860974 2.1275962084
133 1 0.7091987361 9.2195835696 3.5459936806
134 1 2.1275962084 10.6379810419 2.1275962084
135 1 2.1275962084 7.8011860974 4.9643911529
136 1 4.9643911529 10.6379810419 4.9643911529
137 1 0.7091987361 6.3827886251 6.3827886251
138 1 3.5459936806 9.2195835696 6.3827886251
139 1 3.5459936806 6.3827886251 9.2195835696
140 1 4.9643911529 7.8011860974 7.8011860974
141 1 0.7091987361 9.2195835696 9.2195835696
142 1 2.1275962084 10.6379810419 7.8011860974
143 1 2.1275962084 7.8011860974 10.6379810419
144 1 4.9643911529 10.6379810419 10.6379810419
145 1 6.3827886251 -4.9643911529 -4.9643911529
146 1 9.2195835696 -2.1275962084 -4.9643911529
147 1 9.2195835696 -4.9643911529 -2.1275962084
148 1 10.6379810419 -3.5459936806 -3.5459936806
149 1 6.3827886251 -2.1275962084 -2.1275962084
150 1 7.8011860974 -0.7091987361 -3.5459936806
151 1 7.8011860974 -3.5459936806 -0.7091987361
152 1 10.6379810419 -0.7091987361 -0.7091987361
153 1 6.3827886251 -4.9643911529 0.7091987361
154 1 9.2195835696 -2.1275962084 0.7091987361
155 1 9.2195835696 -4.9643911529 3.5459936806
156 1 10.6379810419 -3.5459936806 2.1275962084
157 1 6.3827886251 -2.1275962084 3.5459936806
158 1 7.8011860974 -0.7091987361 2.1275962084
159 1 7.8011860974 -3.5459936806 4.9643911529
160 1 10.6379810419 -0.7091987361 4.9643911529
161 1 6.3827886251 -4.9643911529 6.3827886251
